doi,name,conceived,performed,analyzed,contributed,wrote,countries,affiliations,text
10.7717/peerj.3,"Graham L. Collingridge",0,0,1,0,1,"United Kingdom","Centre for Synaptic Plasticity, University of Bristol, United Kingdom","Graham L. Collingridge analyzed the data, wrote the paper."
10.7717/peerj.3,"Morten S. Jensen",1,0,1,1,1,Denmark,"Institute of Biomedicine, University of Aarhus, Denmark","Morten S. Jensen conceived and designed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.30,"Marc-Antoine Sani",0,1,1,0,1,Australia,"School of Chemistry, Bio21 Institute, University of Melbourne, Australia","Marc-Antoine Sani performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.30,"Daniel K. Weber",0,1,1,0,0,Australia,"School of Chemistry, Bio21 Institute, University of Melbourne, Australia","Daniel K. Weber performed the experiments, analyzed the data."
10.7717/peerj.30,"Frank Delaglio",0,0,0,1,1,USA,"Laboratory of Chemical Physics, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, USA","Frank Delaglio contributed reagents/materials/analysis tools, wrote the paper, expertise with NMRPipe internals."
10.7717/peerj.30,"Frances Separovic",0,0,0,1,0,Australia,"School of Chemistry, Bio21 Institute, University of Melbourne, Australia","Frances Separovic contributed reagents/materials/analysis tools, Manuscript advice."
10.7717/peerj.30,"John D. Gehman",1,1,1,1,1,Australia,"School of Chemistry, Bio21 Institute, University of Melbourne, Australia","John D. Gehman conceived and designed the experiments, performed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.31,"George W. Small",1,1,1,0,1,USA,"Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill, NC, USA; Division of Hematology/Oncology, University of North Carolina at Chapel Hill, NC, USA; UNC Institute for Pharmacogenomics and Individualized Therapy, University of North Carolina at Chapel Hill, NC, USA","George W. Small conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.31,"Howard L. McLeod",1,0,1,1,1,USA,"Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill, NC, USA; Division of Hematology/Oncology, University of North Carolina at Chapel Hill, NC, USA; Department of Pharmacotherapy and Experimental Therapeutics, UNC Eshelman School of Pharmacy, Chapel Hill, NC, USA; UNC Institute for Pharmacogenomics and Individualized Therapy, University of North Carolina at Chapel Hill, NC, USA","Howard L. McLeod conceived and designed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.31,"Kristy L. Richards",1,1,1,1,1,USA,"Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill, NC, USA; Division of Hematology/Oncology, University of North Carolina at Chapel Hill, NC, USA; UNC Institute for Pharmacogenomics and Individualized Therapy, University of North Carolina at Chapel Hill, NC, USA","Kristy L. Richards conceived and designed the experiments, performed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.32,"Leo Lahti",0,0,1,0,1,"Finland; Netherlands","Department of Veterinary Biosciences, University of Helsinki, Finland; Laboratory of Microbiology, Wageningen University, Wageningen, Netherlands","Leo Lahti analyzed the data, wrote the paper."
10.7717/peerj.32,"Anne Salonen",0,1,1,0,1,Finland,"Department of Veterinary Biosciences, University of Helsinki, Finland; Department of Bacteriology and Immunology, Haartman Institute, University of Helsinki, Finland","Anne Salonen performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.32,"Riina A. Kekkonen",1,1,0,0,0,Finland,"Valio R&D, Helsinki, Finland","Riina A. Kekkonen conceived and designed the experiments, performed the experiments."
10.7717/peerj.32,"Jarkko Salojärvi",0,0,1,0,0,Finland,"Department of Veterinary Biosciences, University of Helsinki, Finland","Jarkko Salojärvi and Jonna Jalanka-Tuovinen analyzed the data."
10.7717/peerj.32,"Jonna Jalanka-Tuovinen",0,0,1,0,0,Finland,"Department of Veterinary Biosciences, University of Helsinki, Finland","Jarkko Salojärvi and Jonna Jalanka-Tuovinen analyzed the data."
10.7717/peerj.32,"Airi Palva",0,0,0,1,0,Finland,"Department of Veterinary Biosciences, University of Helsinki, Finland","Airi Palva contributed reagents/materials/analysis tools."
10.7717/peerj.32,"Matej Orešič",1,0,0,1,1,Finland,"Quantitative Biology and Bioinformatics, VTT Technical Research Centre of Finland, Espoo, Finland","Matej Orešič and Willem M. de Vos conceived and designed the experiments, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.32,"Willem M. de Vos",1,0,0,1,1,"Finland; Netherlands","Department of Veterinary Biosciences, University of Helsinki, Finland; Laboratory of Microbiology, Wageningen University, Wageningen, Netherlands; Department of Bacteriology and Immunology, Haartman Institute, University of Helsinki, Finland","Matej Orešič and Willem M. de Vos conceived and designed the experiments, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.33,"Chris M. Wood",1,1,1,1,1,"Canada; USA","Department of Biology, McMaster University, Hamilton, Ontario, Canada; Bamfield Marine Sciences Centre, Bamfield, BC, Canada; Division of Marine Biology and Fisheries, Rosenstiel School, University of Miami, Miami, Florida, USA","Chris M. Wood conceived and designed the experiments, performed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.33,"Hon Jung Liew",0,1,0,0,0,"Malaysia; Belgium; Canada","Institute of Tropical Aquaculture, Universiti Malaysia Terengganu, Kuala Terengganu, Malaysia; Department of Biology (SPHERE), University of Antwerp, Belgium; Bamfield Marine Sciences Centre, Bamfield, BC, Canada","Hon Jung Liew performed the experiments, edited the manuscript."
10.7717/peerj.33,"Gudrun De Boeck",0,1,0,1,0,"Belgium; Canada","Department of Biology (SPHERE), University of Antwerp, Belgium; Bamfield Marine Sciences Centre, Bamfield, BC, Canada","Gudrun De Boeck performed the experiments, contributed reagents/materials/analysis tools, edited the manuscript."
10.7717/peerj.33,"Patrick J. Walsh",1,1,1,1,0,"Canada; USA","Department of Biology, University of Ottawa, Ottawa, Ontario, Canada; Bamfield Marine Sciences Centre, Bamfield, BC, Canada; Division of Marine Biology and Fisheries, Rosenstiel School, University of Miami, Miami, Florida, USA","Patrick J. Walsh conceived and designed the experiments, performed the experiments, analyzed the data, contributed reagents/materials/analysis tools, edited the manuscript."
10.7717/peerj.34,"Seonghee Lee",1,1,1,0,1,USA,"The Samuel Roberts Noble Foundation, Plant Biology, Ardmore, Oklahoma, USA","Seonghee Lee conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.34,"Yasuhiro Ishiga",0,1,0,0,0,USA,"The Samuel Roberts Noble Foundation, Plant Biology, Ardmore, Oklahoma, USA","Yasuhiro Ishiga and Kristen Clermont performed the experiments."
10.7717/peerj.34,"Kristen Clermont",0,1,0,0,0,USA,"The Samuel Roberts Noble Foundation, Plant Biology, Ardmore, Oklahoma, USA","Yasuhiro Ishiga and Kristen Clermont performed the experiments."
10.7717/peerj.34,"Kirankumar S. Mysore",1,0,1,0,1,USA,"The Samuel Roberts Noble Foundation, Plant Biology, Ardmore, Oklahoma, USA","Kirankumar S. Mysore conceived and designed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.35,"Sarina G. Kant",1,1,1,0,1,"The Netherlands","CHCG-Department of Clinical Genetics, Leiden University Medical Center, Leiden,The Netherlands","Sarina G. Kant conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.35,"Sander J. Broekman",0,1,0,0,0,"The Netherlands","CHCG-Laboratory for Diagnostic Genome Analysis, Leiden University Medical Center, Leiden, The Netherlands","Sander J. Broekman, Caroline C. de Wit, Sitha A. Scheltinga, Wilma Oostdijk and Hetty J. van der Kamp performed the experiments."
10.7717/peerj.35,"Caroline C. de Wit",0,1,0,0,0,"The Netherlands","CHCG-Laboratory for Diagnostic Genome Analysis, Leiden University Medical Center, Leiden, The Netherlands","Sander J. Broekman, Caroline C. de Wit, Sitha A. Scheltinga, Wilma Oostdijk and Hetty J. van der Kamp performed the experiments."
10.7717/peerj.35,"Sitha A. Scheltinga",0,1,0,0,0,"The Netherlands","CHCG-Laboratory for Diagnostic Genome Analysis, Leiden University Medical Center, Leiden, The Netherlands","Sander J. Broekman, Caroline C. de Wit, Sitha A. Scheltinga, Wilma Oostdijk and Hetty J. van der Kamp performed the experiments."
10.7717/peerj.35,"Wilma Oostdijk",0,1,0,0,0,"The Netherlands","Department of Pediatrics, Leiden University Medical Center, Leiden, The Netherlands","Sander J. Broekman, Caroline C. de Wit, Sitha A. Scheltinga, Wilma Oostdijk and Hetty J. van der Kamp performed the experiments."
10.7717/peerj.35,"Hetty J. van der Kamp",0,1,0,0,0,"The Netherlands","Department of Pediatrics, Leiden University Medical Center, Leiden, The Netherlands","Sander J. Broekman, Caroline C. de Wit, Sitha A. Scheltinga, Wilma Oostdijk and Hetty J. van der Kamp performed the experiments."
10.7717/peerj.35,"Marloes Bos",0,1,1,0,0,"The Netherlands","CHCG-Department of Clinical Genetics, Leiden University Medical Center, Leiden,The Netherlands","Marloes Bos performed the experiments, analyzed the data."
10.7717/peerj.35,"Egbert Bakker",0,0,1,0,0,"The Netherlands","CHCG-Laboratory for Diagnostic Genome Analysis, Leiden University Medical Center, Leiden, The Netherlands","Egbert Bakker and Annemieke H. van der Hout analyzed the data."
10.7717/peerj.35,"Annemieke H. van der Hout",0,0,1,0,0,"The Netherlands","Department of Genetics, University Medical Center Groningen, University of Groningen, Groningen, The Netherlands","Egbert Bakker and Annemieke H. van der Hout analyzed the data."
10.7717/peerj.35,"Erik W. van Zwet",1,0,1,0,0,"The Netherlands","Department of Medical Statistics, Leiden University Medical Center, Leiden, The Netherlands","Erik W. van Zwet conceived and designed the experiments, analyzed the data."
10.7717/peerj.35,"Jan M. Wit",1,0,1,0,1,"The Netherlands","Department of Pediatrics, Leiden University Medical Center, Leiden, The Netherlands","Jan M. Wit and Monique Losekoot conceived and designed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.35,"Monique Losekoot",1,0,1,0,1,"The Netherlands","CHCG-Laboratory for Diagnostic Genome Analysis, Leiden University Medical Center, Leiden, The Netherlands","Jan M. Wit and Monique Losekoot conceived and designed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.36,"Michael P. Taylor",1,1,1,0,1,England,"Department of Earth Sciences, University of Bristol, Bristol, England","Michael P. Taylor and Mathew J. Wedel conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.36,"Mathew J. Wedel",1,1,1,0,1,USA,"College of Osteopathic Medicine of the Pacific and College of Podiatric Medicine, Western University of Health Sciences, Pomona, California, USA","Michael P. Taylor and Mathew J. Wedel conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.37,"Francesco Savino",1,0,0,0,1,Italy,"Città della Salute e della Scienza di Torino, Regina Margherita Children’s Hospital, Dipartimento di Scienze della Sanità Pubblica e Pediatriche, University of Turin, Italy","Francesco Savino conceived and designed the experiments, wrote the paper."
10.7717/peerj.37,"Liliana Vagliano",0,1,0,0,1,Italy,"Experimental Pediatrics, Department of Pediatrics, Doctoral School in Biomedical Sciences and Human Oncology, University of Turin, Italy","Liliana Vagliano performed the experiments, wrote the paper."
10.7717/peerj.37,"Simone Ceratto",0,0,0,1,1,Italy,"Città della Salute e della Scienza di Torino, Regina Margherita Children’s Hospital, Dipartimento di Scienze della Sanità Pubblica e Pediatriche, University of Turin, Italy","Simone Ceratto contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.37,"Fabio Viviani",0,1,0,0,0,Italy,"Città della Salute e della Scienza di Torino, Regina Margherita Children’s Hospital, Dipartimento di Scienze della Sanità Pubblica e Pediatriche, University of Turin, Italy","Fabio Viviani performed the experiments."
10.7717/peerj.37,"Roberto Miniero",0,0,0,1,0,Italy,"Department of Internal Medicine and Surgery, Università della Magna Grecia, Catanzaro, Italy","Roberto Miniero contributed reagents/materials/analysis tools."
10.7717/peerj.37,"Fulvio Ricceri",0,0,1,0,0,Italy,"Human Genetics Foundation, Turin, Italy","Fulvio Ricceri analyzed the data."
10.7717/peerj.38,"Nicholas A. Badcock",1,1,1,0,1,Australia,"ARC Centre of Excellence in Cognition and its Disorders, Macquarie University, Sydney, NSW, Australia","Nicholas A. Badcock and Petroula Mousikou conceived and designed the experiments, performed the experiments, analyzed the data, and wrote the paper."
10.7717/peerj.38,"Petroula Mousikou",1,1,1,0,1,"Australia; United Kingdom","ARC Centre of Excellence in Cognition and its Disorders, Macquarie University, Sydney, NSW, Australia; Department of Psychology, Royal Holloway, University of London, London, United Kingdom","Nicholas A. Badcock and Petroula Mousikou conceived and designed the experiments, performed the experiments, analyzed the data, and wrote the paper."
10.7717/peerj.38,"Yatin Mahajan",1,0,1,0,0,Australia,"ARC Centre of Excellence in Cognition and its Disorders, Macquarie University, Sydney, NSW, Australia","Yatin Mahajan conceived and designed the experiments and analyzed the data."
10.7717/peerj.38,"Peter de Lissa",1,0,1,0,1,Australia,"ARC Centre of Excellence in Cognition and its Disorders, Macquarie University, Sydney, NSW, Australia","Peter de Lissa and Genevieve McArthur conceived and designed the experiments, analyzed the data, and wrote the paper."
10.7717/peerj.38,"Genevieve McArthur",1,0,1,0,1,Australia,"ARC Centre of Excellence in Cognition and its Disorders, Macquarie University, Sydney, NSW, Australia","Peter de Lissa and Genevieve McArthur conceived and designed the experiments, analyzed the data, and wrote the paper."
10.7717/peerj.38,"Johnson Thie",0,0,0,0,1,Australia,"School of Electrical and Information Engineering, University of Sydney, Sydney, NSW, Australia","Johnson Thie wrote the paper and engineered a critical piece of equipment (the transmitter module)."
10.7717/peerj.39,"Robert Johansson",1,1,1,0,1,Sweden,"Department of Behavioural Sciences and Learning, Linköping University, Linköping, Sweden","Robert Johansson and Andréas Rousseau conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.39,"Andréas Rousseau",1,1,1,0,1,Sweden,"Psychiatric Clinic, University Hospital of Linköping, Linköping, Sweden","Robert Johansson and Andréas Rousseau conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.39,"Caroline Lyssarides",1,1,0,0,1,Sweden,"Psychiatric Clinic, University Hospital of Linköping, Linköping, Sweden","Caroline Lyssarides and Gerhard Andersson conceived and designed the experiments, performed the experiments, wrote the paper."
10.7717/peerj.39,"Gerhard Andersson",1,1,0,0,1,Sweden,"Department of Behavioural Sciences and Learning, Linköping University, Linköping, Sweden; Swedish Institute for Disability Research, Linköping University, Linköping, Sweden; Department of Clinical Neuroscience, Psychiatry Section, Karolinska Institutet, Stockholm, Sweden","Caroline Lyssarides and Gerhard Andersson conceived and designed the experiments, performed the experiments, wrote the paper."
10.7717/peerj.4,"Jonathan M. Palmer",1,1,1,0,1,USA,"Department of Medical Microbiology and Immunology, University of Wisconsin-Madison, Madison, WI, USA","Jonathan M. Palmer conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.4,"Jin Woo Bok",1,1,1,0,0,USA,"Department of Medical Microbiology and Immunology, University of Wisconsin-Madison, Madison, WI, USA","Jin Woo Bok conceived and designed the experiments, performed the experiments, analyzed the data."
10.7717/peerj.4,"Seul Lee",0,1,0,0,0,USA,"Department of Medical Microbiology and Immunology, University of Wisconsin-Madison, Madison, WI, USA","Seul Lee performed the experiments."
10.7717/peerj.4,"Taylor R.T. Dagenais",0,1,1,0,0,USA,"Department of Medical Microbiology and Immunology, University of Wisconsin-Madison, Madison, WI, USA","Taylor R.T. Dagenais performed the experiments, analyzed the data."
10.7717/peerj.4,"David R. Andes",0,0,0,1,0,USA,"Department of Medical Microbiology and Immunology, University of Wisconsin-Madison, Madison, WI, USA","David R. Andes and Dimitrios P. Kontoyiannis contributed reagents/materials/analysis tools."
10.7717/peerj.4,"Dimitrios P. Kontoyiannis",0,0,0,1,0,USA,"Department of Infectious Disease, University of Texas MD Anderson Cancer Center, Houston, TX, USA","David R. Andes and Dimitrios P. Kontoyiannis contributed reagents/materials/analysis tools."
10.7717/peerj.4,"Nancy P. Keller",1,0,1,1,1,USA,"Department of Medical Microbiology and Immunology, University of Wisconsin-Madison, Madison, WI, USA; Department of Bacteriology, University of Wisconsin-Madison, Madison, WI, USA","Nancy P. Keller conceived and designed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.40,"Yuval Ramot",1,1,1,0,1,"Germany; Israel","Department of Dermatology, University of Luebeck, Luebeck, Germany; Department of Dermatology, Hadassah-Hebrew University Medical Center, Jerusalem, Israel","Yuval Ramot and Koji Sugawara conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.40,"Koji Sugawara",1,1,1,0,1,"Germany; Japan","Department of Dermatology, University of Luebeck, Luebeck, Germany; Department of Dermatology, Osaka City University Graduate School of Medicine, Osaka, Japan","Yuval Ramot and Koji Sugawara conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.40,"Nóra Zákány",0,0,0,0,0,"Germany; Hungary","Department of Dermatology, University of Luebeck, Luebeck, Germany; DE-MTA “Lendület” Cellular Physiology Research Group, Department of Physiology, MHSC, RCMM, University of Debrecen, Debrecen, Hungary","Nóra Zákány and Balázs I. Tóth performed some of the experiments, and contributed and analyzed qRT-PCR data."
10.7717/peerj.40,"Balázs I. Tóth",0,0,0,0,0,"Hungary; Belgium","DE-MTA “Lendület” Cellular Physiology Research Group, Department of Physiology, MHSC, RCMM, University of Debrecen, Debrecen, Hungary; Laboratory of Ion Channel Research and TRP Research Platform Leuven (TRPLe), Department of Cellular and Molecular Medicine, KU Leuven, Leuven, Belgium","Nóra Zákány and Balázs I. Tóth performed some of the experiments, and contributed and analyzed qRT-PCR data."
10.7717/peerj.40,"Tamás Bíró",0,0,0,0,0,Hungary,"DE-MTA “Lendület” Cellular Physiology Research Group, Department of Physiology, MHSC, RCMM, University of Debrecen, Debrecen, Hungary","Tamás Bíró contributed and analyzed qRT-PCR data and edited the paper."
10.7717/peerj.40,"Ralf Paus",0,0,0,0,1,"Germany; UK","Department of Dermatology, University of Luebeck, Luebeck, Germany; Institute of Inflammation and Repair, and Dermatology Centre, University of Manchester, Manchester, UK","Ralf Paus conceived, designed, and supervised the experiments, and wrote the paper."
10.7717/peerj.41,"David A. Orwig",1,1,1,1,1,USA,"Harvard University, Harvard Forest, Petersham, MA, USA","David A. Orwig, Audrey A. Barker Plotkin and Kathleen E. Savage conceived and designed the experiments, performed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.41,"Audrey A. Barker Plotkin",1,1,1,1,1,USA,"Harvard University, Harvard Forest, Petersham, MA, USA","David A. Orwig, Audrey A. Barker Plotkin and Kathleen E. Savage conceived and designed the experiments, performed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.41,"Kathleen E. Savage",1,1,1,1,1,USA,"Woods Hole Research Center, Falmouth, MA, USA","David A. Orwig, Audrey A. Barker Plotkin and Kathleen E. Savage conceived and designed the experiments, performed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.41,"Eric A. Davidson",1,0,1,0,1,USA,"Woods Hole Research Center, Falmouth, MA, USA","Eric A. Davidson conceived and designed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.41,"Heidi Lux",0,1,0,1,1,USA,"Harvard University, Harvard Forest, Petersham, MA, USA","Heidi Lux performed the experiments, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.41,"Aaron M. Ellison",1,1,1,0,1,USA,"Harvard University, Harvard Forest, Petersham, MA, USA","Aaron M. Ellison conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.42,"Gemma Modinos",1,1,1,0,1,"United Kingdom","Department of Psychosis Studies, Institute of Psychiatry, King’s College London, London, United Kingdom","Gemma Modinos conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper, participated in interpretation of the data; approved the final version of the manuscript."
10.7717/peerj.42,"Andrea Mechelli",1,0,0,0,0,"United Kingdom","Department of Psychosis Studies, Institute of Psychiatry, King’s College London, London, United Kingdom","Andrea Mechelli and Andre Aleman conceived and designed the experiments, participated in interpretation of the data; approved the final version of the manuscript."
10.7717/peerj.42,"Andre Aleman",1,0,0,0,0,"The Netherlands","Department of Neuroscience, Neuroimaging Center (NIC), University Medical Center Groningen, University of Groningen, The Netherlands","Andrea Mechelli and Andre Aleman conceived and designed the experiments, participated in interpretation of the data; approved the final version of the manuscript."
10.7717/peerj.42,"William Pettersson-Yeo",0,0,1,0,0,"United Kingdom","Department of Psychosis Studies, Institute of Psychiatry, King’s College London, London, United Kingdom","William Pettersson-Yeo analyzed the data, participated in interpretation of the data; approved the final version of the manuscript."
10.7717/peerj.42,"Paul Allen",0,0,0,0,0,"United Kingdom","Department of Psychosis Studies, Institute of Psychiatry, King’s College London, London, United Kingdom","Paul Allen and Philip McGuire participated in interpretation of the data; approved the final version of the manuscript."
10.7717/peerj.42,"Philip McGuire",0,0,0,0,0,"United Kingdom","Department of Psychosis Studies, Institute of Psychiatry, King’s College London, London, United Kingdom","Paul Allen and Philip McGuire participated in interpretation of the data; approved the final version of the manuscript."
10.7717/peerj.43,"Nicola J. Reavley",1,1,1,0,1,Australia,"Orygen Youth Health Research Centre, University of Melbourne, Victoria, Australia; Centre for Youth Mental Health, University of Melbourne, Victoria, Australia; Melbourne School of Population Health, University of Melbourne, Victoria, Australia","Nicola J. Reavley conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.43,"Anna M. Ross",0,1,1,0,1,Australia,"Orygen Youth Health Research Centre, University of Melbourne, Victoria, Australia; Centre for Youth Mental Health, University of Melbourne, Victoria, Australia; Melbourne School of Population Health, University of Melbourne, Victoria, Australia","Anna M. Ross performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.43,"Eoin Killackey",1,0,0,0,0,Australia,"Orygen Youth Health Research Centre, University of Melbourne, Victoria, Australia; Centre for Youth Mental Health, University of Melbourne, Victoria, Australia","Eoin Killackey conceived and designed the experiments, comments on manuscript."
10.7717/peerj.43,"Anthony F. Jorm",1,1,1,0,0,Australia,"Orygen Youth Health Research Centre, University of Melbourne, Victoria, Australia; Centre for Youth Mental Health, University of Melbourne, Victoria, Australia; Melbourne School of Population Health, University of Melbourne, Victoria, Australia","Anthony F. Jorm conceived and designed the experiments, performed the experiments, analyzed the data, comments on manuscript."
10.7717/peerj.44,"Alexis S. Chaine",1,1,1,0,1,France,"Station d’Ecologie Expérimentale du CNRS à Moulis, Moulis, France","Alexis S. Chaine conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.44,"Stéphane Legendre",1,1,0,1,1,France,"Laboratoire Ecologie & Evolution, Paris, France","Stéphane Legendre conceived and designed the experiments, performed the experiments, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.44,"Jean Clobert",1,0,0,0,1,France,"Station d’Ecologie Expérimentale du CNRS à Moulis, Moulis, France","Jean Clobert conceived and designed the experiments, wrote the paper."
10.7717/peerj.45,"Rafael Otávio Cançado Motta",1,1,1,0,1,Brazil,"Departamento de Parasitologia, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, MG, Brazil","Rafael Otávio Cançado Motta and Marcus Vinícius Romero Marques conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.45,"Marcus Vinícius Romero Marques",1,1,1,0,1,Brazil,"Departamento de Medicina Veterinária Preventiva, Escola de Veterinária, Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, MG, Brazil","Rafael Otávio Cançado Motta and Marcus Vinícius Romero Marques conceived and designed the experiments, performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.45,"Francisco Carlos Ferreira Junior",0,1,1,0,1,Brazil,"Departamento de Medicina Veterinária Preventiva, Escola de Veterinária, Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, MG, Brazil","Francisco Carlos Ferreira Junior performed the experiments, analyzed the data, wrote the paper."
10.7717/peerj.45,"Danielle de Assis Andery",0,1,0,0,0,Brazil,"Departamento de Medicina Veterinária Preventiva, Escola de Veterinária, Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, MG, Brazil","Danielle de Assis Andery, Rodrigo Santos Horta and Renata Barbosa Peixoto performed the experiments."
10.7717/peerj.45,"Rodrigo Santos Horta",0,1,0,0,0,Brazil,"Departamento de Parasitologia, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, MG, Brazil","Danielle de Assis Andery, Rodrigo Santos Horta and Renata Barbosa Peixoto performed the experiments."
10.7717/peerj.45,"Renata Barbosa Peixoto",0,1,0,0,0,Brazil,"Departamento de Clínica e Cirurgia Veterinária, Escola de Veterinária, Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, MG, Brazil","Danielle de Assis Andery, Rodrigo Santos Horta and Renata Barbosa Peixoto performed the experiments."
10.7717/peerj.45,"Gustavo Augusto Lacorte",0,0,1,0,1,Brazil,"Departamento de Parasitologia, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, MG, Brazil","Gustavo Augusto Lacorte and Patrícia de Abreu Moreira analyzed the data, wrote the paper."
10.7717/peerj.45,"Patrícia de Abreu Moreira",0,0,1,0,1,Brazil,"Departamento de Parasitologia, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, MG, Brazil","Gustavo Augusto Lacorte and Patrícia de Abreu Moreira analyzed the data, wrote the paper."
10.7717/peerj.45,"Fabíola de Oliveira Paes Leme",0,0,1,1,0,Brazil,"Departamento de Clínica e Cirurgia Veterinária, Escola de Veterinária, Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, MG, Brazil","Fabíola de Oliveira Paes Leme and Marília Martins Melo analyzed the data, contributed reagents/materials/analysis tools."
10.7717/peerj.45,"Marília Martins Melo",0,0,1,1,0,Brazil,"Departamento de Clínica e Cirurgia Veterinária, Escola de Veterinária, Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, MG, Brazil","Fabíola de Oliveira Paes Leme and Marília Martins Melo analyzed the data, contributed reagents/materials/analysis tools."
10.7717/peerj.45,"Nelson Rodrigo da Silva Martins",1,0,0,1,0,Brazil,"Departamento de Medicina Veterinária Preventiva, Escola de Veterinária, Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, MG, Brazil","Nelson Rodrigo da Silva Martins conceived and designed the experiments, contributed reagents/materials/analysis tools."
10.7717/peerj.45,"Érika Martins Braga",1,0,1,1,1,Brazil,"Departamento de Parasitologia, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, MG, Brazil","Érika Martins Braga conceived and designed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.46,"Anthi Karnaouri",0,1,1,1,1,Greece,"Biotechnology Laboratory, School of Chemical Engineering, National Technical University of Athens, Athens, Greece","Anthi Karnaouri performed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.46,"Evangelos Topakas",1,0,1,1,1,Greece,"Biotechnology Laboratory, School of Chemical Engineering, National Technical University of Athens, Athens, Greece","Evangelos Topakas conceived and designed the experiments, analyzed the data, contributed reagents/materials/analysis tools, wrote the paper."
10.7717/peerj.46,"Thomas Paschos",0,1,0,0,0,Greece,"Biotechnology Laboratory, School of Chemical Engineering, National Technical University of Athens, Athens, Greece","Thomas Paschos and Ioanna Taouki performed the experiments."
10.7717/peerj.46,"Ioanna Taouki",0,1,0,0,0,Greece,"Biotechnology Laboratory, School of Chemical Engineering, National Technical University of Athens, Athens, Greece","Thomas Paschos and Ioanna Taouki performed the experiments."
